Daily / Cumulative,Indicator,Date,Event,region,City,Cases
Cumulative,Mortalities,4/20/2020,,Jazan,Jazan,1
Cumulative,Mortalities,4/21/2020,,Qassim,Buraydah,1
Cumulative,Mortalities,4/21/2020,,Eastern Region,Jubail,1
Cumulative,Mortalities,4/21/2020,,Total,Total,114
Cumulative,Mortalities,4/21/2020,,Mecca,Jeddah,19
Cumulative,Mortalities,4/22/2020,,Riyadh,Riyadh,6
Cumulative,Mortalities,4/22/2020,,Eastern Region,Dammam,1
Cumulative,Mortalities,4/22/2020,,Mecca,Jeddah,22
Cumulative,Mortalities,4/23/2020,,Eastern Region,Hufof,3
Cumulative,Mortalities,4/23/2020,,Tabuk,Tabuk,1
Cumulative,Mortalities,4/23/2020,,Eastern Region,Dammam,1
Cumulative,Mortalities,4/23/2020,,Total,Total,127
Cumulative,Mortalities,4/23/2020,,Jazan,Jazan,1
Cumulative,Mortalities,4/24/2020,,Eastern Region,Qatif,1
Cumulative,Mortalities,4/24/2020,,Mecca,Mecca,58
Cumulative,Mortalities,4/24/2020,,Total,Total,136
Cumulative,Mortalities,4/25/2020,Partial lifting of curfew in all cities except Makkah,Qassim,Buraydah,1
Cumulative,Mortalities,4/25/2020,Partial lifting of curfew in all cities except Makkah,Mecca,Mecca,59
Cumulative,Mortalities,4/26/2020,,Eastern Region,Qatif,1
Cumulative,Mortalities,4/26/2020,,Tabuk,Tabuk,1
Cumulative,Mortalities,4/26/2020,,Eastern Region,Jubail,1
Cumulative,Mortalities,4/27/2020,,Eastern Region,Qatif,1
Cumulative,Mortalities,4/27/2020,,Eastern Region,Dammam,1
Cumulative,Mortalities,4/27/2020,,Total,Total,152
Cumulative,Mortalities,4/28/2020,,Medina,Medina,32
Cumulative,Mortalities,4/30/2020,,Tabuk,Tabuk,1
Cumulative,Mortalities,4/30/2020,,Total,Total,169
Cumulative,Mortalities,4/30/2020,,Jazan,Jazan,1
Cumulative,Mortalities,4/30/2020,,Qassim,Al Badayea,1
Cumulative,Mortalities,5/1/2020,,Qassim,Buraydah,1
Cumulative,Mortalities,5/1/2020,,Eastern Region,Jubail,2
Cumulative,Mortalities,5/1/2020,,Asir,Khamis Mushait,1
Cumulative,Mortalities,5/2/2020,,Riyadh,Riyadh,8
Cumulative,Mortalities,5/2/2020,,Eastern Region,Jubail,2
Cumulative,Mortalities,5/2/2020,,Total,Total,184
Cumulative,Mortalities,5/2/2020,,Eastern Region,Khobar,2
Cumulative,Mortalities,5/3/2020,,Tabuk,Tabuk,1
Cumulative,Mortalities,5/4/2020,,Eastern Region,Hufof,4
Cumulative,Mortalities,5/4/2020,,Eastern Region,Khobar,2
Cumulative,Mortalities,5/5/2020,,Eastern Region,Qatif,1
Cumulative,Mortalities,5/5/2020,,Total,Total,209
Cumulative,Mortalities,5/6/2020,,Eastern Region,Qatif,1
Cumulative,Mortalities,5/6/2020,,Tabuk,Tabuk,1
Cumulative,Mortalities,5/6/2020,,Jazan,Jazan,1
Cumulative,Mortalities,5/7/2020,,Eastern Region,Qatif,1
Cumulative,Mortalities,5/7/2020,,Asir,Khamis Mushait,1
Cumulative,Mortalities,5/8/2020,,Total,Total,239
Cumulative,Mortalities,5/8/2020,,Jazan,Jazan,1
Cumulative,Active cases,5/13/2020,,Mecca,Al Khurma,8
Cumulative,Active cases,5/13/2020,,Eastern Region,Hafr Al Batin,29
Cumulative,Active cases,5/13/2020,,Medina,Al Ais,6
Cumulative,Active cases,5/13/2020,,Jazan,Jazan,43
Cumulative,Active cases,5/13/2020,,Asir,Thurayban,19
Cumulative,Active cases,5/13/2020,,Al Bahah,Baljurashi,4
Cumulative,Active cases,5/13/2020,,Eastern Region,Mulayjah,3
Cumulative,Active cases,5/13/2020,,Asir,Tathleeth,1
Cumulative,Active cases,5/13/2020,,Riyadh,Ar Rayn,7
Cumulative,Active cases,5/14/2020,,Hail,Ha'il,53
Cumulative,Active cases,5/14/2020,,Riyadh,Al Majmaah,108
Cumulative,Active cases,5/14/2020,,Jazan,Addayer Bani Malik,1
Cumulative,Active cases,5/14/2020,,Riyadh,Layla,6
Cumulative,Active cases,5/14/2020,,Al Jouf,Tabarjal,1
Cumulative,Active cases,5/14/2020,,Medina,Yanbu,214
Cumulative,Active cases,5/14/2020,,Mecca,Taif,871
Cumulative,Active cases,5/14/2020,,Qassim,Unayzah,62
Cumulative,Active cases,5/14/2020,,Riyadh,Shaqra,1
Cumulative,Active cases,5/14/2020,,Al Jouf,Domat Al Jandal,3
Cumulative,Active cases,5/14/2020,,Eastern Region,Jubail,1346
Cumulative,Active cases,5/14/2020,,Mecca,Thuwal,1
Cumulative,Active cases,5/14/2020,,Riyadh,Diriyah,227
Cumulative,Active cases,5/14/2020,,Qassim,Riyadh Al Khabra,1
Cumulative,Active cases,5/14/2020,,Riyadh,Howtat Bani Tamim,10
Cumulative,Active cases,5/14/2020,,Medina,Khaybar,2
Cumulative,Active cases,5/14/2020,,Tabuk,Al Wajh,4
Cumulative,Active cases,5/14/2020,,Northern Borders,Rafha,9
Cumulative,Active cases,5/14/2020,,Eastern Region,Khafji,5
Cumulative,Active cases,5/14/2020,,Medina,Medina,4285
Cumulative,Active cases,5/15/2020,,Jazan,Addayer Bani Malik,1
Cumulative,Active cases,5/15/2020,,Al Jouf,Tabarjal,1
Cumulative,Active cases,5/15/2020,,Eastern Region,Hufof,837
Cumulative,Active cases,5/15/2020,,Eastern Region,Qaryat Al Ulya,26
Cumulative,Active cases,5/15/2020,,Qassim,Al Hanakia,1
Cumulative,Active cases,5/15/2020,,Northern Borders,Al Judayyidah,43
Cumulative,Active cases,5/15/2020,,Qassim,Al Bukayriyah,17
Cumulative,Active cases,5/15/2020,,Eastern Region,Al Mubarraz,1
Cumulative,Active cases,5/15/2020,,Eastern Region,Jubail,1352
Cumulative,Active cases,5/15/2020,,Medina,Mahd Al Dhahab,12
Cumulative,Active cases,5/15/2020,,Riyadh,Howtat Sudair,4
Cumulative,Active cases,5/15/2020,,Qassim,Riyadh Al Khabra,1
Cumulative,Active cases,5/15/2020,,Najran,Najran,9
Cumulative,Active cases,5/15/2020,,Mecca,Jeddah,4849
Cumulative,Active cases,5/15/2020,,Al Bahah,Al Qara,30
Cumulative,Active cases,5/15/2020,,Hail,Al Ghazalah,1
Cumulative,Active cases,5/15/2020,,Tabuk,Qurayyat,5
Cumulative,Active cases,5/15/2020,,Medina,Medina,4204
Cumulative,Active cases,5/15/2020,,Riyadh,Ar Rayn,8
Cumulative,Active cases,5/16/2020,,Riyadh,Thadiq,15
Cumulative,Active cases,5/16/2020,,Riyadh,Al Majmaah,108
Cumulative,Active cases,5/16/2020,,Jazan,Addayer Bani Malik,1
Cumulative,Active cases,5/16/2020,,Northern Borders,Arar,9
Cumulative,Active cases,5/16/2020,,Qassim,Unayzah,51
Cumulative,Active cases,5/16/2020,,Riyadh,Shaqra,6
Cumulative,Active cases,5/16/2020,,Riyadh,Al Quwaiiyah,2
Cumulative,Active cases,5/16/2020,,Mecca,Mecca,4842
Cumulative,Active cases,5/16/2020,,Riyadh,Rumah,1
Cumulative,Active cases,5/16/2020,,Eastern Region,Dammam,2170
Cumulative,Active cases,5/16/2020,,Mecca,Umm Aldoom,1
Cumulative,Active cases,5/16/2020,,Eastern Region,Nairyah,47
Cumulative,Active cases,5/16/2020,,Eastern Region,Salwa,12
Cumulative,Active cases,5/16/2020,,Riyadh,Al Duwadimi,2
Cumulative,Active cases,5/16/2020,,Medina,Mahd Al Dhahab,12
Cumulative,Active cases,5/16/2020,,Riyadh,Ad Dilam,10
Cumulative,Active cases,5/16/2020,,Al Jouf,Al Hadithah Border Station,11
Cumulative,Active cases,5/16/2020,,Total,Total,28718
Cumulative,Active cases,5/16/2020,,Tabuk,Umluj,30
Cumulative,Active cases,5/16/2020,,Eastern Region,Khobar,824
Cumulative,Active cases,5/16/2020,,Tabuk,Haql,1
Cumulative,Active cases,5/16/2020,,Mecca,Jeddah,4899
Cumulative,Active cases,5/16/2020,,Medina,Khaybar,3
Cumulative,Active cases,5/16/2020,,Riyadh,Ar Ruwaydah,2
Cumulative,Active cases,5/16/2020,,Riyadh,Huraymila,1
Cumulative,Active cases,5/16/2020,,Al Bahah,Baljurashi,4
Cumulative,Active cases,5/16/2020,,Riyadh,Ar Rayn,13
Cumulative,Active cases,5/17/2020,,Jazan,Addayer Bani Malik,1
Cumulative,Active cases,5/17/2020,,Mecca,Adham,9
Cumulative,Active cases,5/17/2020,,Qassim,Buraydah,208
Cumulative,Active cases,5/17/2020,,Qassim,Ar Rass,3
Cumulative,Active cases,5/17/2020,,Asir,Namira,5
Cumulative,Active cases,5/17/2020,,Al Bahah,Al Makhwa,4
Cumulative,Active cases,5/17/2020,,Al Jouf,Domat Al Jandal,3
Cumulative,Active cases,5/17/2020,,Qassim,Al Hanakia,1
Cumulative,Active cases,5/17/2020,,Al Bahah,Al Bahah,9
Cumulative,Active cases,5/17/2020,,Asir,Abha,6
Cumulative,Active cases,5/17/2020,,Riyadh,Rumah,4
Cumulative,Active cases,5/17/2020,,Northern Borders,Al Judayyidah,47
Cumulative,Active cases,5/17/2020,,Mecca,Al Sehen,30
Cumulative,Active cases,5/17/2020,,Eastern Region,Dammam,2283
Cumulative,Active cases,5/17/2020,,Mecca,Umm Aldoom,1
Cumulative,Active cases,5/17/2020,,Eastern Region,Al Mubarraz,1
Cumulative,Active cases,5/17/2020,,Riyadh,Az Zulfi,7
Cumulative,Active cases,5/17/2020,,Eastern Region,Jubail,1318
Cumulative,Active cases,5/17/2020,,Mecca,Qiya,2
Cumulative,Active cases,5/17/2020,,Medina,Mahd Al Dhahab,12
Cumulative,Active cases,5/17/2020,,Total,Total,28277
Cumulative,Active cases,5/17/2020,,Riyadh,Howtat Bani Tamim,14
Cumulative,Active cases,5/17/2020,,Mecca,Bani Malek,1
Cumulative,Active cases,5/17/2020,,Eastern Region,Bqeeq,75
Cumulative,Active cases,5/17/2020,,Jazan,Sabya,12
Cumulative,Active cases,5/17/2020,,Riyadh,Al Sulayyil,5
Cumulative,Active cases,5/17/2020,,Asir,Thurayban,21
Cumulative,Active cases,5/17/2020,,Riyadh,Huraymila,1
Cumulative,Active cases,5/17/2020,,Al Bahah,Baljurashi,4
Cumulative,Active cases,5/17/2020,,Tabuk,Tayma,1
Cumulative,Active cases,5/17/2020,,Northern Borders,Rafha,7
Cumulative,Active cases,5/17/2020,,Eastern Region,Ras Tanura,55
Cumulative,Active cases,5/17/2020,,Eastern Region,Dahran,207
Cumulative,Active cases,5/17/2020,,Tabuk,Duba,13
Cumulative,Active cases,5/17/2020,,Asir,Al Majarda,13
Cumulative,Active cases,5/18/2020,,Al Jouf,Tabarjal,1
Cumulative,Active cases,5/18/2020,,Mecca,Turbah,1
Cumulative,Active cases,5/18/2020,,Mecca,Taif,1073
Cumulative,Active cases,5/18/2020,,Qassim,Buraydah,219
Cumulative,Active cases,5/18/2020,,Asir,Sarat Ubaida,1
Cumulative,Active cases,5/18/2020,,Asir,Namira,13
Cumulative,Active cases,5/18/2020,,Riyadh,Rumah,4
Cumulative,Active cases,5/18/2020,,Eastern Region,Salwa,12
Cumulative,Active cases,5/18/2020,,Eastern Region,Jubail,1269
Cumulative,Active cases,5/18/2020,,Riyadh,Diriyah,311
Cumulative,Active cases,5/18/2020,,Eastern Region,Al Jafr,19
Cumulative,Active cases,5/18/2020,,Qassim,Riyadh Al Khabra,2
Cumulative,Active cases,5/18/2020,,Jazan,Abu Arish,4
Cumulative,Active cases,5/18/2020,,Tabuk,Umluj,31
Cumulative,Active cases,5/18/2020,,Eastern Region,Khobar,911
Cumulative,Active cases,5/18/2020,,Tabuk,Shuwaq,1
Cumulative,Active cases,5/18/2020,,Riyadh,Ar Ruwaydah,4
Cumulative,Active cases,5/18/2020,,Riyadh,Al Sulayyil,5
Cumulative,Active cases,5/18/2020,,Medina,Al Ais,6
Cumulative,Active cases,5/18/2020,,Jazan,Jazan,8
Cumulative,Active cases,5/18/2020,,Riyadh,Huraymila,1
Cumulative,Active cases,5/18/2020,,Asir,Ahad Rafidah,3
Cumulative,Active cases,5/18/2020,,Qassim,Al Badayea,7
Cumulative,Active cases,5/18/2020,,Eastern Region,Ras Tanura,50
Cumulative,Active cases,5/18/2020,,Riyadh,Marat,3
Cumulative,Active cases,5/18/2020,,Eastern Region,Khafji,11
Cumulative,Active cases,5/18/2020,,Eastern Region,Dahran,226
Cumulative,Active cases,5/19/2020,,Jazan,Addayer Bani Malik,1
Cumulative,Active cases,5/19/2020,,Mecca,Taif,1129
Cumulative,Active cases,5/19/2020,,Najran,Sharorah,37
Cumulative,Active cases,5/19/2020,,Northern Borders,Al Judayyidah,49
Cumulative,Active cases,5/19/2020,,Qassim,Al Bukayriyah,18
Cumulative,Active cases,5/19/2020,,Qassim,Al Mithnab,18
Cumulative,Active cases,5/19/2020,,Eastern Region,Salwa,12
Cumulative,Active cases,5/19/2020,,Riyadh,Kharj,71
Cumulative,Active cases,5/19/2020,,Mecca,Qiya,2
Cumulative,Active cases,5/19/2020,,Al Jouf,Al Hadithah Border Station,10
Cumulative,Active cases,5/19/2020,,Total,Total,28728
Cumulative,Active cases,5/19/2020,,Asir,Bisha,63
Cumulative,Active cases,5/19/2020,,Riyadh,Dhurma,8
Cumulative,Active cases,5/19/2020,,Mecca,Bani Malek,1
Cumulative,Active cases,5/19/2020,,Tabuk,Shuwaq,1
Cumulative,Active cases,5/19/2020,,Riyadh,Ar Ruwaydah,5
Cumulative,Active cases,5/19/2020,,Al Bahah,Al Aqiq,4
Cumulative,Active cases,5/19/2020,,Jazan,Jazan,8
Cumulative,Active cases,5/19/2020,,Tabuk,Tayma,1
Cumulative,Active cases,5/19/2020,,Qassim,Al Badayea,7
Cumulative,Active cases,5/19/2020,,Eastern Region,Ras Tanura,49
Cumulative,Active cases,5/20/2020,,Medina,Yanbu,132
Cumulative,Active cases,5/20/2020,,Asir,Dhahran Al Janoub,2
Cumulative,Active cases,5/20/2020,,Qassim,Buraydah,382
Cumulative,Active cases,5/20/2020,,Qassim,Al Hanakia,1
Cumulative,Active cases,5/20/2020,,Asir,Rejal Almaa,6
Cumulative,Active cases,5/20/2020,,Qassim,Al Mithnab,18
Cumulative,Active cases,5/20/2020,,Riyadh,Az Zulfi,4
Cumulative,Active cases,5/20/2020,,Eastern Region,Nairyah,27
Cumulative,Active cases,5/20/2020,,Eastern Region,Salwa,12
Cumulative,Active cases,5/20/2020,,Riyadh,Kharj,69
Cumulative,Active cases,5/20/2020,,Asir,Khamis Mushait,58
Cumulative,Active cases,5/20/2020,,Asir,Bisha,69
Cumulative,Active cases,5/20/2020,,Tabuk,Haql,1
Cumulative,Active cases,5/20/2020,,Mecca,Jeddah,4782
Cumulative,Active cases,5/20/2020,,Riyadh,Dhurma,7
Cumulative,Active cases,5/20/2020,,Eastern Region,Al Batahaa,3
Cumulative,Active cases,5/20/2020,,Mecca,Al Hadban,8
Cumulative,Active cases,5/20/2020,,Riyadh,Al Sulayyil,5
Cumulative,Active cases,5/20/2020,,Asir,Muhayil Aseer,43
Cumulative,Active cases,5/20/2020,,Jazan,Al Tuwal,1
Cumulative,Active cases,5/20/2020,,Medina,Al Ais,5
Cumulative,Active cases,5/20/2020,,Asir,Thurayban,9
Cumulative,Active cases,5/20/2020,,Al Bahah,Al Mandaq,1
Cumulative,Active cases,5/20/2020,,Tabuk,Qurayyat,3
Cumulative,Active cases,5/20/2020,,Northern Borders,Rafha,6
Cumulative,Active cases,5/20/2020,,Qassim,Al Badayea,9
Cumulative,Active cases,5/20/2020,,Riyadh,Marat,3
Cumulative,Active cases,5/20/2020,,Qassim,Uyun Al Jiwa,5
Cumulative,Active cases,5/20/2020,,Mecca,Khulais,68
Cumulative,Active cases,5/21/2020,,Mecca,Rabigh,9
Cumulative,Active cases,5/21/2020,,Jazan,Addayer Bani Malik,1
Cumulative,Active cases,5/21/2020,,Medina,Wadi Al Fara'a,6
Cumulative,Active cases,5/21/2020,,Eastern Region,Safwa,51
Cumulative,Active cases,5/21/2020,,Qassim,Uqlat as Suqur,1
Cumulative,Active cases,5/21/2020,,Qassim,Unayzah,45
Cumulative,Active cases,5/21/2020,,Al Bahah,Al Makhwa,5
Cumulative,Active cases,5/21/2020,,Riyadh,Riyadh,6286
Cumulative,Active cases,5/21/2020,,Eastern Region,Qatif,421
Cumulative,Active cases,5/21/2020,,Mecca,Mecca,5171
Cumulative,Active cases,5/21/2020,,Qassim,Al Bukayriyah,18
Cumulative,Active cases,5/21/2020,,Northern Borders,Turaif,1
Cumulative,Active cases,5/21/2020,,Eastern Region,Salwa,5
Cumulative,Active cases,5/21/2020,,Riyadh,Ad Dilam,14
Cumulative,Active cases,5/21/2020,,Asir,Al Bashayer,2
Cumulative,Active cases,5/21/2020,,Tabuk,Haql,1
Cumulative,Active cases,5/21/2020,,Eastern Region,Bqeeq,80
Cumulative,Active cases,5/21/2020,,Jazan,Sabya,11
Cumulative,Active cases,5/21/2020,,Asir,Muhayil Aseer,42
Cumulative,Active cases,5/21/2020,,Jazan,Jazan,8
Cumulative,Active cases,5/21/2020,,Northern Borders,Rafha,3
Cumulative,Active cases,5/21/2020,,Eastern Region,Khafji,16
Cumulative,Active cases,5/21/2020,,Mecca,Khulais,34
Cumulative,Active cases,5/21/2020,,Mecca,Dhalm,10
Cumulative,Active cases,5/21/2020,,Mecca,Al Muwayh,1
Cumulative,Active cases,5/22/2020,,Jazan,Al Qouz,17
Cumulative,Active cases,5/22/2020,,Jazan,Addayer Bani Malik,1
Cumulative,Active cases,5/22/2020,,Riyadh,Layla,8
Cumulative,Active cases,5/22/2020,,Medina,Yanbu,110
Cumulative,Active cases,5/22/2020,,Northern Borders,Arar,25
Cumulative,Active cases,5/22/2020,,Qassim,Ar Rass,4
Cumulative,Active cases,5/22/2020,,Qassim,Unayzah,35
Cumulative,Active cases,5/22/2020,,Riyadh,Shaqra,23
Cumulative,Active cases,5/22/2020,,Asir,Namira,11
Cumulative,Active cases,5/22/2020,,Al Bahah,Al Makhwa,4
Cumulative,Active cases,5/22/2020,,Al Jouf,Domat Al Jandal,3
Cumulative,Active cases,5/22/2020,,Al Jouf,Al Sulaimaniah,1
Cumulative,Active cases,5/22/2020,,Northern Borders,Al Judayyidah,47
Cumulative,Active cases,5/22/2020,,Mecca,Hadda,102
Cumulative,Active cases,5/22/2020,,Mecca,Qiya,2
Cumulative,Active cases,5/22/2020,,Riyadh,Tumair,1
Cumulative,Active cases,5/22/2020,,Northern Borders,Hazm Al Jalamid,80
Cumulative,Active cases,5/22/2020,,Eastern Region,Al Jafr,26
Cumulative,Active cases,5/22/2020,,Hail,Bagaa,1
Cumulative,Active cases,5/22/2020,,Asir,Khamis Mushait,45
Cumulative,Active cases,5/22/2020,,Al Jouf,Al Hadithah Border Station,6
Cumulative,Active cases,5/22/2020,,Asir,Al Bashayer,3
Cumulative,Active cases,5/22/2020,,Eastern Region,Khobar,717
Cumulative,Active cases,5/22/2020,,Riyadh,Dhurma,5
Cumulative,Active cases,5/22/2020,,Eastern Region,Bqeeq,76
Cumulative,Active cases,5/22/2020,,Mecca,Al Khurma,12
Cumulative,Active cases,5/22/2020,,Jazan,Al Tuwal,2
Cumulative,Active cases,5/22/2020,,Hail,Al Ghazalah,1
Cumulative,Active cases,5/22/2020,,Al Bahah,Baljurashi,3
Cumulative,Active cases,5/22/2020,,Riyadh,Wuthaylan,2
Cumulative,Active cases,5/22/2020,,Jazan,Baish,102
Cumulative,Active cases,5/22/2020,,Asir,Billasmar,1
Cumulative,Active cases,5/22/2020,,Eastern Region,Khafji,16
Cumulative,Active cases,5/22/2020,,Tabuk,Duba,49
Cumulative,Active cases,5/22/2020,,Mecca,Khulais,49
Cumulative,Active cases,5/22/2020,,Jazan,Aridah,6
Cumulative,Active cases,5/22/2020,,Mecca,Al Muwayh,1
Cumulative,Active cases,5/23/2020,,Al Jouf,Tabarjal,1
Cumulative,Active cases,5/23/2020,,Eastern Region,Hufof,674
Cumulative,Active cases,5/23/2020,,Mecca,Al Kamil,1
Cumulative,Active cases,5/23/2020,,Eastern Region,Qatif,416
Cumulative,Active cases,5/23/2020,,Mecca,Umm Aldoom,17
Cumulative,Active cases,5/23/2020,,Mecca,Qiya,2
Cumulative,Active cases,5/23/2020,,Medina,Mahd Al Dhahab,12
Cumulative,Active cases,5/23/2020,,Riyadh,Tumair,1
Cumulative,Active cases,5/23/2020,,Qassim,Al Asyah,1
Cumulative,Active cases,5/23/2020,,Mecca,Al Qunfudhah,15
Cumulative,Active cases,5/23/2020,,Tabuk,Umluj,28
Cumulative,Active cases,5/23/2020,,Riyadh,Dhurma,5
Cumulative,Active cases,5/23/2020,,Medina,Khaybar,3
Cumulative,Active cases,5/23/2020,,Riyadh,Al Sulayyil,8
Cumulative,Active cases,5/23/2020,,Asir,Muhayil Aseer,32
Cumulative,Active cases,5/23/2020,,Eastern Region,Hafr Al Batin,22
Cumulative,Active cases,5/23/2020,,Jazan,Al Tuwal,2
Cumulative,Active cases,5/23/2020,,Al Bahah,Baljurashi,3
Cumulative,Active cases,5/23/2020,,Asir,Billasmar,1
Cumulative,Active cases,5/23/2020,,Asir,Al Majarda,5
Cumulative,Active cases,5/23/2020,,Mecca,Dhalm,11
Cumulative,Active cases,5/23/2020,,Riyadh,Ar Rayn,16
Cumulative,Active cases,5/24/2020,,Riyadh,Thadiq,9
Cumulative,Active cases,5/24/2020,,Mecca,Rabigh,11
Cumulative,Active cases,5/24/2020,,Medina,Wadi Al Fara'a,2
Cumulative,Active cases,5/24/2020,,Eastern Region,Hufof,727
Cumulative,Active cases,5/24/2020,,Mecca,Adham,4
Cumulative,Active cases,5/24/2020,,Eastern Region,Safwa,37
Cumulative,Active cases,5/24/2020,,Eastern Region,Qatif,436
Cumulative,Active cases,5/24/2020,,Al Jouf,Al Sulaimaniah,1
Cumulative,Active cases,5/24/2020,,Al Bahah,Al Bahah,10
Cumulative,Active cases,5/24/2020,,Riyadh,Sajer,2
Cumulative,Active cases,5/24/2020,,Mecca,Al Sehen,34
Cumulative,Active cases,5/24/2020,,Qassim,Al Bukayriyah,20
Cumulative,Active cases,5/24/2020,,Eastern Region,Nairyah,27
Cumulative,Active cases,5/24/2020,,Medina,Mahd Al Dhahab,5
Cumulative,Active cases,5/24/2020,,Riyadh,Howtat Sudair,11
Cumulative,Active cases,5/24/2020,,Riyadh,Diriyah,372
Cumulative,Active cases,5/24/2020,,Qassim,Riyadh Al Khabra,2
Cumulative,Active cases,5/24/2020,,Qassim,Al Asyah,1
Cumulative,Active cases,5/24/2020,,Mecca,Jeddah,5233
Cumulative,Active cases,5/24/2020,,Asir,Al Farshah,1
Cumulative,Active cases,5/24/2020,,Mecca,Al Khurma,11
Cumulative,Active cases,5/24/2020,,Riyadh,Huraymila,4
Cumulative,Active cases,5/24/2020,,Al Bahah,Baljurashi,3
Cumulative,Active cases,5/24/2020,,Eastern Region,Mulayjah,1
Cumulative,Active cases,5/24/2020,,Jazan,Baish,72
Cumulative,Active cases,5/24/2020,,Asir,Al Majarda,4
Cumulative,Active cases,5/24/2020,,Mecca,Khulais,69
Cumulative,Active cases,5/24/2020,,Mecca,Dhalm,11
Cumulative,Active cases,5/24/2020,,Asir,Tathleeth,2
Cumulative,Active cases,5/24/2020,,Jazan,Al Harth,1
Cumulative,Active cases,5/25/2020,,Jazan,Fifa,1
Cumulative,Active cases,5/25/2020,,Hail,Ha'il,109
Cumulative,Active cases,5/25/2020,,Riyadh,Thadiq,6
Cumulative,Active cases,5/25/2020,,Mecca,Rabigh,11
Cumulative,Active cases,5/25/2020,,Jazan,Al Qouz,12
Cumulative,Active cases,5/25/2020,,Riyadh,Layla,5
Cumulative,Active cases,5/25/2020,,Mecca,Turbah,1
Cumulative,Active cases,5/25/2020,,Northern Borders,Arar,34
Cumulative,Active cases,5/25/2020,,Riyadh,Shaqra,18
Cumulative,Active cases,5/25/2020,,Eastern Region,Qaryat Al Ulya,1
Cumulative,Active cases,5/25/2020,,Riyadh,Al Quwaiiyah,14
Cumulative,Active cases,5/25/2020,,Qassim,Al Hanakia,1
Cumulative,Active cases,5/25/2020,,Asir,Abha,22
Cumulative,Active cases,5/25/2020,,Eastern Region,Dammam,1498
Cumulative,Active cases,5/25/2020,,Riyadh,Az Zulfi,1
Cumulative,Active cases,5/25/2020,,Mecca,Qiya,1
Cumulative,Active cases,5/25/2020,,Medina,Mahd Al Dhahab,5
Cumulative,Active cases,5/25/2020,,Riyadh,Diriyah,323
Cumulative,Active cases,5/25/2020,,Eastern Region,Al Jafr,29
Cumulative,Active cases,5/25/2020,,Al Jouf,Al Hadithah Border Station,7
Cumulative,Active cases,5/25/2020,,Al Bahah,Qilwah,8
Cumulative,Active cases,5/25/2020,,Mecca,Maisan,7
Cumulative,Active cases,5/25/2020,,Najran,Najran,47
Cumulative,Active cases,5/25/2020,,Asir,Al Bashayer,4
Cumulative,Active cases,5/25/2020,,Eastern Region,Khobar,686
Cumulative,Active cases,5/25/2020,,Riyadh,Dhurma,6
Cumulative,Active cases,5/25/2020,,Asir,Al Farshah,1
Cumulative,Active cases,5/25/2020,,Medina,Khaybar,3
Cumulative,Active cases,5/25/2020,,Jazan,Al Tuwal,2
Cumulative,Active cases,5/25/2020,,Mecca,Al Lith,10
Cumulative,Active cases,5/25/2020,,Eastern Region,Ras Tanura,41
Cumulative,Active cases,5/25/2020,,Riyadh,Marat,2
Cumulative,Active cases,5/25/2020,,Mecca,Khulais,72
Cumulative,Active cases,5/25/2020,,Asir,Tathleeth,1
Cumulative,Active cases,5/25/2020,,Jazan,Al Harth,1
Cumulative,Active cases,5/25/2020,,Riyadh,Ar Rayn,10
Cumulative,Active cases,5/26/2020,,Riyadh,Thadiq,6
Cumulative,Active cases,5/26/2020,,Riyadh,Al Majmaah,16
Cumulative,Active cases,5/26/2020,,Mecca,Adham,5
Cumulative,Active cases,5/26/2020,,Mecca,Turbah,1
Cumulative,Active cases,5/26/2020,,Eastern Region,Safwa,23
Cumulative,Active cases,5/26/2020,,Asir,Namira,1
Cumulative,Active cases,5/26/2020,,Eastern Region,Qaryat Al Ulya,1
Cumulative,Active cases,5/26/2020,,Riyadh,Al Quwaiiyah,16
Cumulative,Active cases,5/26/2020,,Riyadh,Muzahmiya,34
Cumulative,Active cases,5/26/2020,,Asir,Rejal Almaa,6
Cumulative,Active cases,5/26/2020,,Eastern Region,AL Oyoun,2
Cumulative,Active cases,5/26/2020,,Riyadh,Sajer,3
Cumulative,Active cases,5/26/2020,,Tabuk,Tabuk,216
Cumulative,Active cases,5/26/2020,,Medina,Al Ula,1
Cumulative,Active cases,5/26/2020,,Qassim,Al Bukayriyah,24
Cumulative,Active cases,5/26/2020,,Northern Borders,Turaif,2
Cumulative,Active cases,5/26/2020,,Qassim,Al Mithnab,13
Cumulative,Active cases,5/26/2020,,Riyadh,Az Zulfi,1
Cumulative,Active cases,5/26/2020,,Medina,Mahd Al Dhahab,5
Cumulative,Active cases,5/26/2020,,Riyadh,Ad Dilam,7
Cumulative,Active cases,5/26/2020,,Eastern Region,Al Jafr,24
Cumulative,Active cases,5/26/2020,,Asir,Khamis Mushait,42
Cumulative,Active cases,5/26/2020,,Asir,Bisha,15
Cumulative,Active cases,5/26/2020,,Al Bahah,Qilwah,8
Cumulative,Active cases,5/26/2020,,Tabuk,Umluj,18
Cumulative,Active cases,5/26/2020,,Najran,Thar,6
Cumulative,Active cases,5/26/2020,,Asir,Al Bashayer,4
Cumulative,Active cases,5/26/2020,,Mecca,Jeddah,4632
Cumulative,Active cases,5/26/2020,,Hail,Mogag,1
