Daily / Cumulative,Indicator,Date,Event,region,City,Cases
Cumulative,Recoveries,6/3/2020,,Mecca,Alhada,60
Cumulative,Recoveries,6/3/2020,,Jazan,Addarb,2
Cumulative,Recoveries,6/3/2020,,Qassim,Al Badayea,6
Cumulative,Recoveries,6/3/2020,,Mecca,Al Lith,6
Cumulative,Recoveries,6/3/2020,,Riyadh,Marat,3
Cumulative,Recoveries,6/3/2020,,Medina,Medina,8895
Cumulative,Recoveries,6/3/2020,,Asir,Tathleeth,5
Cumulative,Recoveries,6/3/2020,,Jazan,Al Harth,1
Cumulative,Recoveries,6/4/2020,,Asir,Sabt Al Alayah,20
Cumulative,Recoveries,6/4/2020,,Riyadh,Layla,12
Cumulative,Recoveries,6/4/2020,,Eastern Region,Hufof,3231
Cumulative,Recoveries,6/4/2020,,Mecca,Turbah,1
Cumulative,Recoveries,6/4/2020,,Northern Borders,Arar,75
Cumulative,Recoveries,6/4/2020,,Al Bahah,Al Makhwa,22
Cumulative,Recoveries,6/4/2020,,Riyadh,Al Quwaiiyah,20
Cumulative,Recoveries,6/4/2020,,Qassim,Al Hanakia,4
Cumulative,Recoveries,6/4/2020,,Asir,Rejal Almaa,8
Cumulative,Recoveries,6/4/2020,,Tabuk,Tabuk,602
Cumulative,Recoveries,6/4/2020,,Hail,Al Shamly,1
Cumulative,Recoveries,6/4/2020,,Mecca,Hadda,188
Cumulative,Recoveries,6/4/2020,,Mecca,Thuwal,2
Cumulative,Recoveries,6/4/2020,,Riyadh,Diriyah,656
Cumulative,Recoveries,6/4/2020,,Eastern Region,Al Jafr,59
Cumulative,Recoveries,6/4/2020,,Jazan,Samtah,13
Cumulative,Recoveries,6/4/2020,,Mecca,Al Qunfudhah,131
Cumulative,Recoveries,6/4/2020,,Al Bahah,Qilwah,3
Cumulative,Recoveries,6/4/2020,,Hail,Al Ghazalah,2
Cumulative,Recoveries,6/4/2020,,Jazan,Jazan,60
Cumulative,Recoveries,6/4/2020,,Mecca,Alhada,60
Cumulative,Recoveries,6/4/2020,,Asir,Ahad Rafidah,18
Cumulative,Recoveries,6/4/2020,,Mecca,Dhalm,10
Cumulative,Recoveries,6/4/2020,,Asir,Tathleeth,5
Cumulative,Recoveries,6/4/2020,,Asir,Al Namas,1
Cumulative,Recoveries,6/4/2020,,Riyadh,Ar Rayn,13
Cumulative,Recoveries,6/5/2020,,Asir,Sabt Al Alayah,23
Cumulative,Recoveries,6/5/2020,,Hail,Ha'il,255
Cumulative,Recoveries,6/5/2020,,Riyadh,Layla,12
Cumulative,Recoveries,6/5/2020,,Al Jouf,Tabarjal,4
Cumulative,Recoveries,6/5/2020,,Mecca,Taif,1508
Cumulative,Recoveries,6/5/2020,,Qassim,Unayzah,91
Cumulative,Recoveries,6/5/2020,,Qassim,Al Hanakia,4
Cumulative,Recoveries,6/5/2020,,Eastern Region,Qatif,698
Cumulative,Recoveries,6/5/2020,,Eastern Region,AL Oyoun,3
Cumulative,Recoveries,6/5/2020,,Asir,Abha,95
Cumulative,Recoveries,6/5/2020,,Riyadh,Rumah,6
Cumulative,Recoveries,6/5/2020,,Mecca,Al Sehen,40
Cumulative,Recoveries,6/5/2020,,Northern Borders,Turaif,2
Cumulative,Recoveries,6/5/2020,,Mecca,Hadda,190
Cumulative,Recoveries,6/5/2020,,Mecca,Qiya,3
Cumulative,Recoveries,6/5/2020,,Medina,Mahd Al Dhahab,16
Cumulative,Recoveries,6/5/2020,,Eastern Region,Al Jafr,63
Cumulative,Recoveries,6/5/2020,,Asir,Khamis Mushait,213
Cumulative,Recoveries,6/5/2020,,Mecca,Maisan,10
Cumulative,Recoveries,6/5/2020,,Riyadh,Howtat Bani Tamim,33
Cumulative,Recoveries,6/5/2020,,Riyadh,Dhurma,17
Cumulative,Recoveries,6/5/2020,,Mecca,Al Hadban,7
Cumulative,Recoveries,6/5/2020,,Jazan,Damd,1
Cumulative,Recoveries,6/5/2020,,Jazan,Al Tuwal,8
Cumulative,Recoveries,6/5/2020,,Asir,Thurayban,31
Cumulative,Recoveries,6/5/2020,,Al Bahah,Al Mandaq,6
Cumulative,Recoveries,6/5/2020,,Asir,Ahad Rafidah,19
Cumulative,Recoveries,6/5/2020,,Medina,Medina,9103
Cumulative,Recoveries,6/5/2020,,Jazan,Al Harth,1
Cumulative,Recoveries,6/6/2020,,Hail,Ha'il,260
Cumulative,Recoveries,6/6/2020,,Riyadh,Al Majmaah,128
Cumulative,Recoveries,6/6/2020,,Mecca,Rabigh,37
Cumulative,Recoveries,6/6/2020,,Riyadh,Wadi Addawasir,68
Cumulative,Recoveries,6/6/2020,,Medina,Yanbu,375
Cumulative,Recoveries,6/6/2020,,Mecca,Turbah,1
Cumulative,Recoveries,6/6/2020,,Qassim,Buraydah,499
Cumulative,Recoveries,6/6/2020,,Najran,Sharorah,59
Cumulative,Recoveries,6/6/2020,,Qassim,Unayzah,91
Cumulative,Recoveries,6/6/2020,,Riyadh,Shaqra,24
Cumulative,Recoveries,6/6/2020,,Jazan,Ahad Al Masarhah,1
Cumulative,Recoveries,6/6/2020,,Al Bahah,Al Makhwa,22
Cumulative,Recoveries,6/6/2020,,Riyadh,Riyadh,16807
Cumulative,Recoveries,6/6/2020,,Mecca,Mecca,13312
Cumulative,Recoveries,6/6/2020,,Eastern Region,Al Mubarraz,25
Cumulative,Recoveries,6/6/2020,,Riyadh,Az Zulfi,99
Cumulative,Recoveries,6/6/2020,,Asir,Bisha,142
Cumulative,Recoveries,6/6/2020,,Mecca,Al Qunfudhah,131
Cumulative,Recoveries,6/6/2020,,Najran,Thar,5
Cumulative,Recoveries,6/6/2020,,Asir,Al Bashayer,4
Cumulative,Recoveries,6/6/2020,,Eastern Region,Khobar,1461
Cumulative,Recoveries,6/6/2020,,Mecca,Jeddah,12409
Cumulative,Recoveries,6/6/2020,,Al Bahah,Al Qara,33
Cumulative,Recoveries,6/6/2020,,Eastern Region,Al Batahaa,3
Cumulative,Recoveries,6/6/2020,,Medina,Khaybar,3
Cumulative,Recoveries,6/6/2020,,Mecca,Al Khurma,14
Cumulative,Recoveries,6/6/2020,,Riyadh,Al Sulayyil,7
Cumulative,Recoveries,6/6/2020,,Eastern Region,Hafr Al Batin,81
Cumulative,Recoveries,6/6/2020,,Hail,Al Ghazalah,2
Cumulative,Recoveries,6/6/2020,,Tabuk,Al Wajh,11
Cumulative,Recoveries,6/6/2020,,Jazan,Baish,765
Cumulative,Recoveries,6/6/2020,,Riyadh,Rafaia Al Jamsh,1
Cumulative,Recoveries,6/7/2020,,Asir,Sabt Al Alayah,24
Cumulative,Recoveries,6/7/2020,,Riyadh,Wadi Addawasir,68
Cumulative,Recoveries,6/7/2020,,Riyadh,Layla,12
Cumulative,Recoveries,6/7/2020,,Al Jouf,Tabarjal,4
Cumulative,Recoveries,6/7/2020,,Medina,Yanbu,380
Cumulative,Recoveries,6/7/2020,,Eastern Region,Safwa,179
Cumulative,Recoveries,6/7/2020,,Northern Borders,Arar,79
Cumulative,Recoveries,6/7/2020,,Qassim,Buraydah,573
Cumulative,Recoveries,6/7/2020,,Asir,Sarat Ubaida,1
Cumulative,Recoveries,6/7/2020,,Najran,Sharorah,71
Cumulative,Recoveries,6/7/2020,,Qassim,Uqlat as Suqur,4
Cumulative,Recoveries,6/7/2020,,Riyadh,Al Hareeq,8
Cumulative,Recoveries,6/7/2020,,Qassim,Al Hanakia,4
Cumulative,Recoveries,6/7/2020,,Mecca,Qiya,3
Cumulative,Recoveries,6/7/2020,,Hail,Bagaa,1
Cumulative,Recoveries,6/7/2020,,Asir,Bisha,144
Cumulative,Recoveries,6/7/2020,,Najran,Najran,91
Cumulative,Recoveries,6/7/2020,,Mecca,Jeddah,12613
Cumulative,Recoveries,6/7/2020,,Hail,Mogag,1
Cumulative,Recoveries,6/7/2020,,Eastern Region,Al Batahaa,6
Cumulative,Recoveries,6/7/2020,,Eastern Region,Bqeeq,122
Cumulative,Recoveries,6/7/2020,,Jazan,Sabya,73
Cumulative,Recoveries,6/7/2020,,Medina,Khaybar,3
Cumulative,Recoveries,6/7/2020,,Mecca,Alqarei,27
Cumulative,Recoveries,6/7/2020,,Al Bahah,Al Aqiq,16
Cumulative,Recoveries,6/7/2020,,Medina,Al Ais,10
Cumulative,Recoveries,6/7/2020,,Riyadh,Huraymila,11
Cumulative,Recoveries,6/7/2020,,Al Bahah,Al Mandaq,6
Cumulative,Recoveries,6/7/2020,,Riyadh,Wuthaylan,2
Cumulative,Recoveries,6/7/2020,,Asir,Ahad Rafidah,23
Cumulative,Recoveries,6/7/2020,,Mecca,Ranyah,1
Cumulative,Recoveries,6/7/2020,,Asir,Al Majarda,69
Cumulative,Recoveries,6/7/2020,,Mecca,Khulais,105
Cumulative,Recoveries,6/7/2020,,Asir,Al Namas,4
Cumulative,Recoveries,6/7/2020,,Jazan,Aridah,22
Cumulative,Recoveries,6/7/2020,,Mecca,Al Muwayh,5
Cumulative,Recoveries,6/8/2020,,Asir,Sabt Al Alayah,24
Cumulative,Recoveries,6/8/2020,,Jazan,Addayer Bani Malik,2
Cumulative,Recoveries,6/8/2020,,Medina,Wadi Al Fara'a,33
Cumulative,Recoveries,6/8/2020,,Qassim,Unayzah,106
Cumulative,Recoveries,6/8/2020,,Riyadh,Muzahmiya,42
Cumulative,Recoveries,6/8/2020,,Qassim,Al Hanakia,4
Cumulative,Recoveries,6/8/2020,,Asir,Rejal Almaa,8
Cumulative,Recoveries,6/8/2020,,Eastern Region,Qatif,805
Cumulative,Recoveries,6/8/2020,,Northern Borders,Al Judayyidah,51
Cumulative,Recoveries,6/8/2020,,Qassim,Al Bukayriyah,8
Cumulative,Recoveries,6/8/2020,,Riyadh,Az Zulfi,101
Cumulative,Recoveries,6/8/2020,,Eastern Region,Nairyah,78
Cumulative,Recoveries,6/8/2020,,Riyadh,Al Duwadimi,10
Cumulative,Recoveries,6/8/2020,,Riyadh,Howtat Sudair,10
Cumulative,Recoveries,6/8/2020,,Eastern Region,Al Jafr,79
Cumulative,Recoveries,6/8/2020,,Qassim,Riyadh Al Khabra,1
Cumulative,Recoveries,6/8/2020,,Northern Borders,Al Shoabah,1
Cumulative,Recoveries,6/8/2020,,Asir,Khamis Mushait,218
Cumulative,Recoveries,6/8/2020,,Najran,Najran,95
Cumulative,Recoveries,6/8/2020,,Al Bahah,Al Qara,34
Cumulative,Recoveries,6/8/2020,,Riyadh,Howtat Bani Tamim,39
Cumulative,Recoveries,6/8/2020,,Eastern Region,Bqeeq,139
Cumulative,Recoveries,6/8/2020,,Jazan,Sabya,75
Cumulative,Recoveries,6/8/2020,,Asir,Muhayil Aseer,92
Cumulative,Recoveries,6/8/2020,,Al Bahah,Al Aqiq,16
Cumulative,Recoveries,6/8/2020,,Eastern Region,Saihat,2
Cumulative,Recoveries,6/8/2020,,Jazan,Jazan,70
Cumulative,Recoveries,6/8/2020,,Asir,Thurayban,31
Cumulative,Recoveries,6/8/2020,,Al Bahah,Baljurashi,12
Cumulative,Recoveries,6/8/2020,,Tabuk,Tayma,1
Cumulative,Recoveries,6/8/2020,,Tabuk,Al Wajh,11
Cumulative,Recoveries,6/8/2020,,Riyadh,Marat,3
Cumulative,Recoveries,6/8/2020,,Eastern Region,Dahran,487
Cumulative,Recoveries,6/9/2020,,Riyadh,Layla,13
Cumulative,Recoveries,6/9/2020,,Medina,Wadi Al Fara'a,34
Cumulative,Recoveries,6/9/2020,,Asir,Wadi Ibn Hashbal,1
Cumulative,Recoveries,6/9/2020,,Mecca,Turbah,2
Cumulative,Recoveries,6/9/2020,,Najran,Sharorah,82
Cumulative,Recoveries,6/9/2020,,Qassim,Uqlat as Suqur,5
Cumulative,Recoveries,6/9/2020,,Riyadh,Al Hareeq,8
Cumulative,Recoveries,6/9/2020,,Al Bahah,Al Makhwa,22
Cumulative,Recoveries,6/9/2020,,Al Jouf,Domat Al Jandal,5
Cumulative,Recoveries,6/9/2020,,Riyadh,Al Quwaiiyah,22
Cumulative,Recoveries,6/9/2020,,Qassim,Al Hanakia,4
Cumulative,Recoveries,6/9/2020,,Riyadh,Sajer,20
Cumulative,Recoveries,6/9/2020,,Tabuk,Tabuk,619
Cumulative,Recoveries,6/9/2020,,Asir,Abha,104
Cumulative,Recoveries,6/9/2020,,Al Jouf,Sakakah,22
Cumulative,Recoveries,6/9/2020,,Medina,Al Ula,2
Cumulative,Recoveries,6/9/2020,,Northern Borders,Al Judayyidah,51
Cumulative,Recoveries,6/9/2020,,Eastern Region,Salwa,15
Cumulative,Recoveries,6/9/2020,,Mecca,Hadda,196
Cumulative,Recoveries,6/9/2020,,Medina,Mahd Al Dhahab,16
Cumulative,Recoveries,6/9/2020,,Eastern Region,Al Jafr,83
Cumulative,Recoveries,6/9/2020,,Northern Borders,Al Shoabah,1
Cumulative,Recoveries,6/9/2020,,Asir,Khamis Mushait,228
Cumulative,Recoveries,6/9/2020,,Qassim,Al Asyah,1
Cumulative,Recoveries,6/9/2020,,Jazan,Abu Arish,10
Cumulative,Recoveries,6/9/2020,,Tabuk,Umluj,57
Cumulative,Recoveries,6/9/2020,,Najran,Thar,6
Cumulative,Recoveries,6/9/2020,,Jazan,Damd,2
Cumulative,Recoveries,6/9/2020,,Medina,Al Ais,10
Cumulative,Recoveries,6/9/2020,,Hail,Al Ghazalah,4
Cumulative,Recoveries,6/9/2020,,Al Bahah,Baljurashi,12
Cumulative,Recoveries,6/9/2020,,Tabuk,Qurayyat,37
Cumulative,Recoveries,6/9/2020,,Mecca,Al Lith,15
Cumulative,Recoveries,6/9/2020,,Mecca,Dhalm,14
Cumulative,Recoveries,6/9/2020,,Mecca,Al Muwayh,6
Cumulative,Recoveries,6/10/2020,,Hail,Ha'il,300
Cumulative,Recoveries,6/10/2020,,Riyadh,Thadiq,23
Cumulative,Recoveries,6/10/2020,,Riyadh,Wadi Addawasir,76
Cumulative,Recoveries,6/10/2020,,Al Jouf,Tabarjal,5
Cumulative,Recoveries,6/10/2020,,Qassim,Uqlat as Suqur,5
Cumulative,Recoveries,6/10/2020,,Riyadh,Al Artawiah,1
Cumulative,Recoveries,6/10/2020,,Riyadh,Shaqra,24
Cumulative,Recoveries,6/10/2020,,Eastern Region,Qaryat Al Ulya,27
Cumulative,Recoveries,6/10/2020,,Al Bahah,Al Makhwa,23
Cumulative,Recoveries,6/10/2020,,Riyadh,Al Quwaiiyah,22
Cumulative,Recoveries,6/10/2020,,Al Jouf,Al Sulaimaniah,1
Cumulative,Recoveries,6/10/2020,,Al Bahah,Al Bahah,70
Cumulative,Recoveries,6/10/2020,,Mecca,Mecca,14359
Cumulative,Recoveries,6/10/2020,,Northern Borders,Al Judayyidah,51
Cumulative,Recoveries,6/10/2020,,Qassim,Al Bukayriyah,15
Cumulative,Recoveries,6/10/2020,,Hail,Al Shamly,1
Cumulative,Recoveries,6/10/2020,,Eastern Region,Nairyah,83
Cumulative,Recoveries,6/10/2020,,Riyadh,Al Duwadimi,12
Cumulative,Recoveries,6/10/2020,,Riyadh,Tumair,3
Cumulative,Recoveries,6/10/2020,,Hail,Bagaa,1
Cumulative,Recoveries,6/10/2020,,Mecca,Al Qunfudhah,133
Cumulative,Recoveries,6/10/2020,,Najran,Najran,131
Cumulative,Recoveries,6/10/2020,,Eastern Region,Al Batahaa,7
Cumulative,Recoveries,6/10/2020,,Mecca,Al Hadban,8
Cumulative,Recoveries,6/10/2020,,Riyadh,Ar Ruwaydah,11
Cumulative,Recoveries,6/10/2020,,Riyadh,Al Sulayyil,8
Cumulative,Recoveries,6/10/2020,,Medina,Al Ais,10
Cumulative,Recoveries,6/10/2020,,Hail,Al Ghazalah,4
Cumulative,Recoveries,6/10/2020,,Asir,Thurayban,31
Cumulative,Recoveries,6/10/2020,,Tabuk,Qurayyat,37
Cumulative,Recoveries,6/10/2020,,Mecca,Al Muzaylif,28
Cumulative,Recoveries,6/10/2020,,Asir,Ahad Rafidah,25
Cumulative,Recoveries,6/10/2020,,Jazan,Addarb,5
Cumulative,Recoveries,6/10/2020,,Riyadh,Rafaia Al Jamsh,1
Cumulative,Recoveries,6/10/2020,,Riyadh,Marat,3
Cumulative,Recoveries,6/10/2020,,Eastern Region,Dahran,544
Cumulative,Recoveries,6/10/2020,,Tabuk,Duba,56
Cumulative,Recoveries,6/10/2020,,Mecca,Khulais,186
Cumulative,Recoveries,6/10/2020,,Asir,Tabalah,2
Cumulative,Recoveries,6/11/2020,,Riyadh,Thadiq,23
Cumulative,Recoveries,6/11/2020,,Riyadh,Al Majmaah,133
Cumulative,Recoveries,6/11/2020,,Mecca,Rabigh,43
Cumulative,Recoveries,6/11/2020,,Medina,Yanbu,396
Cumulative,Recoveries,6/11/2020,,Qassim,Uqlat as Suqur,5
Cumulative,Recoveries,6/11/2020,,Qassim,Ar Rass,20
Cumulative,Recoveries,6/11/2020,,Riyadh,Al Artawiah,1
Cumulative,Recoveries,6/11/2020,,Asir,Namira,19
Cumulative,Recoveries,6/11/2020,,Eastern Region,Qaryat Al Ulya,27
Cumulative,Recoveries,6/11/2020,,Riyadh,Al Quwaiiyah,22
Cumulative,Recoveries,6/11/2020,,Qassim,Al Hanakia,4
Cumulative,Recoveries,6/11/2020,,Eastern Region,AL Oyoun,8
Cumulative,Recoveries,6/11/2020,,Mecca,Mecca,14458
Cumulative,Recoveries,6/11/2020,,Medina,Al Ula,3
Cumulative,Recoveries,6/11/2020,,Northern Borders,Al Judayyidah,51
Cumulative,Recoveries,6/11/2020,,Northern Borders,Turaif,2
Cumulative,Recoveries,6/11/2020,,Qassim,Al Mithnab,29
Cumulative,Recoveries,6/11/2020,,Mecca,Qiya,3
Cumulative,Recoveries,6/11/2020,,Hail,Al Shenan,1
Cumulative,Recoveries,6/11/2020,,Al Jouf,Al Hadithah Border Station,35
Cumulative,Recoveries,6/11/2020,,Asir,Bisha,151
Cumulative,Recoveries,6/11/2020,,Al Bahah,Qilwah,10
Cumulative,Recoveries,6/11/2020,,Najran,Thar,6
Cumulative,Recoveries,6/11/2020,,Al Bahah,Al Qara,34
Cumulative,Recoveries,6/11/2020,,Medina,Khaybar,4
Cumulative,Recoveries,6/11/2020,,Eastern Region,Hafr Al Batin,84
Cumulative,Recoveries,6/11/2020,,Asir,Ahad Rafidah,25
Cumulative,Recoveries,6/11/2020,,Northern Borders,Rafha,12
Cumulative,Recoveries,6/11/2020,,Jazan,Addarb,5
Cumulative,Recoveries,6/11/2020,,Asir,Billasmar,6
Cumulative,Recoveries,6/11/2020,,Riyadh,Rafaia Al Jamsh,1
Cumulative,Recoveries,6/11/2020,,Eastern Region,Khafji,37
Cumulative,Recoveries,6/11/2020,,Riyadh,Ar Rayn,19
Cumulative,Recoveries,6/12/2020,,Hail,Ha'il,306
Cumulative,Recoveries,6/12/2020,,Riyadh,Wadi Addawasir,87
Cumulative,Recoveries,6/12/2020,,Riyadh,Layla,16
Cumulative,Recoveries,6/12/2020,,Medina,Wadi Al Fara'a,36
Cumulative,Recoveries,6/12/2020,,Al Jouf,Tabarjal,5
Cumulative,Recoveries,6/12/2020,,Mecca,Adham,13
Cumulative,Recoveries,6/12/2020,,Mecca,Turbah,2
Cumulative,Recoveries,6/12/2020,,Mecca,Taif,1687
Cumulative,Recoveries,6/12/2020,,Mecca,Al Kamil,5
Cumulative,Recoveries,6/12/2020,,Qassim,Uqlat as Suqur,5
Cumulative,Recoveries,6/12/2020,,Eastern Region,Qaryat Al Ulya,27
Cumulative,Recoveries,6/12/2020,,Al Bahah,Al Makhwa,24
Cumulative,Recoveries,6/12/2020,,Riyadh,Al Quwaiiyah,24
Cumulative,Recoveries,6/12/2020,,Asir,Rejal Almaa,10
Cumulative,Recoveries,6/12/2020,,Al Jouf,Sakakah,22
Cumulative,Recoveries,6/12/2020,,Northern Borders,Al Owayqilah,1
Cumulative,Recoveries,6/12/2020,,Qassim,Al Mithnab,29
Cumulative,Recoveries,6/12/2020,,Riyadh,Az Zulfi,103
Cumulative,Recoveries,6/12/2020,,Riyadh,Kharj,219
Cumulative,Recoveries,6/12/2020,,Mecca,Thuwal,2
Cumulative,Recoveries,6/12/2020,,Riyadh,Ad Dilam,21
Cumulative,Recoveries,6/12/2020,,Al Jouf,Al Hadithah Border Station,35
Cumulative,Recoveries,6/12/2020,,Mecca,Maisan,12
Cumulative,Recoveries,6/12/2020,,Hail,Mogag,1
Cumulative,Recoveries,6/12/2020,,Jazan,Damd,3
Cumulative,Recoveries,6/12/2020,,Riyadh,Al Sulayyil,9
Cumulative,Recoveries,6/12/2020,,Eastern Region,Hafr Al Batin,90
Cumulative,Recoveries,6/12/2020,,Jazan,Al Tuwal,9
Cumulative,Recoveries,6/12/2020,,Medina,Al Ais,11
Cumulative,Recoveries,6/12/2020,,Tabuk,Al Wajh,11
Cumulative,Recoveries,6/12/2020,,Mecca,Al Muzaylif,28
Cumulative,Recoveries,6/12/2020,,Jazan,Addarb,7
Cumulative,Recoveries,6/12/2020,,Eastern Region,Khafji,37
Cumulative,Recoveries,6/12/2020,,Asir,Al Majarda,74
Cumulative,Recoveries,6/12/2020,,Asir,Al Madda,21
Cumulative,Recoveries,6/12/2020,,Mecca,Dhalm,14
Cumulative,Recoveries,6/13/2020,,Riyadh,Thadiq,25
Cumulative,Recoveries,6/13/2020,,Riyadh,Al Majmaah,135
Cumulative,Recoveries,6/13/2020,,Jazan,Addayer Bani Malik,4
Cumulative,Recoveries,6/13/2020,,Mecca,Adham,13
Cumulative,Recoveries,6/13/2020,,Mecca,Al Mahani,4
Cumulative,Recoveries,6/13/2020,,Riyadh,Shaqra,27
Cumulative,Recoveries,6/13/2020,,Asir,Namira,19
Cumulative,Recoveries,6/13/2020,,Al Jouf,Al Sulaimaniah,1
Cumulative,Recoveries,6/13/2020,,Riyadh,Rumah,9
Cumulative,Recoveries,6/13/2020,,Northern Borders,Al Owayqilah,2
Cumulative,Recoveries,6/13/2020,,Qassim,Al Bukayriyah,15
Cumulative,Recoveries,6/13/2020,,Qassim,Al Mithnab,29
Cumulative,Recoveries,6/13/2020,,Riyadh,Az Zulfi,105
Cumulative,Recoveries,6/13/2020,,Mecca,Hadda,196
Cumulative,Recoveries,6/13/2020,,Riyadh,Howtat Sudair,13
Cumulative,Recoveries,6/13/2020,,Riyadh,Ad Dilam,21
Cumulative,Recoveries,6/13/2020,,Eastern Region,Al Jafr,115
Cumulative,Recoveries,6/13/2020,,Mecca,Maisan,12
Cumulative,Recoveries,6/13/2020,,Mecca,Al Hadban,8
Cumulative,Recoveries,6/13/2020,,Tabuk,Shuwaq,1
Cumulative,Recoveries,6/13/2020,,Asir,Muhayil Aseer,116
Cumulative,Recoveries,6/13/2020,,Eastern Region,Hafr Al Batin,90
Cumulative,Recoveries,6/13/2020,,Al Bahah,Al Aqiq,17
Cumulative,Recoveries,6/13/2020,,Al Bahah,Baljurashi,17
Cumulative,Recoveries,6/13/2020,,Al Bahah,Al Mandaq,13
Cumulative,Recoveries,6/13/2020,,Asir,Ahad Rafidah,33
Cumulative,Recoveries,6/13/2020,,Asir,Tanumah,1
Cumulative,Recoveries,6/13/2020,,Eastern Region,Ras Tanura,132
Cumulative,Recoveries,6/13/2020,,Riyadh,Rafaia Al Jamsh,1
Cumulative,Recoveries,6/13/2020,,Riyadh,Marat,4
Cumulative,Recoveries,6/13/2020,,Qassim,Uyun Al Jiwa,7
Cumulative,Recoveries,6/13/2020,,Eastern Region,Khafji,40
Cumulative,Recoveries,6/13/2020,,Eastern Region,Dahran,585
Cumulative,Recoveries,6/13/2020,,Jazan,Al Harth,2
Cumulative,Recoveries,6/13/2020,,Riyadh,Ar Rayn,20
Cumulative,Mortalities,3/24/2020,,Total,Total,1
Cumulative,Mortalities,3/26/2020,"Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm)",Mecca,Mecca,1
Cumulative,Mortalities,3/27/2020,,Mecca,Mecca,1
Cumulative,Mortalities,3/29/2020,Jeddah lockdown,Total,Total,8
Cumulative,Mortalities,3/31/2020,,Medina,Medina,6
Cumulative,Mortalities,4/2/2020,"Makkah , Madinah 24 hours curfew",Total,Total,21
Cumulative,Mortalities,4/3/2020,,Mecca,Mecca,4
Cumulative,Mortalities,4/3/2020,,Total,Total,25
Cumulative,Mortalities,4/3/2020,,Mecca,Jeddah,1
Cumulative,Mortalities,4/4/2020,Jeddah areas lockdown - 24 h curfew,Mecca,Mecca,5
Cumulative,Mortalities,4/4/2020,Jeddah areas lockdown - 24 h curfew,Asir,Khamis Mushait,1
Cumulative,Mortalities,4/4/2020,Jeddah areas lockdown - 24 h curfew,Total,Total,29
Cumulative,Mortalities,4/4/2020,Jeddah areas lockdown - 24 h curfew,Mecca,Jeddah,2
Cumulative,Mortalities,4/5/2020,,Riyadh,Riyadh,3
Cumulative,Mortalities,4/6/2020,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew",Riyadh,Riyadh,3
Cumulative,Mortalities,4/6/2020,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew",Qassim,Al Badayea,1
Cumulative,Mortalities,4/6/2020,"Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew",Medina,Medina,19
Cumulative,Mortalities,4/7/2020,,Eastern Region,Khobar,1
Cumulative,Mortalities,4/7/2020,,Mecca,Jeddah,6
Cumulative,Mortalities,4/7/2020,,Qassim,Al Badayea,1
Cumulative,Mortalities,4/8/2020,,Eastern Region,Hufof,2
Cumulative,Mortalities,4/8/2020,,Eastern Region,Jubail,1
Cumulative,Mortalities,4/8/2020,,Total,Total,44
Cumulative,Mortalities,4/9/2020,,Mecca,Mecca,10
Cumulative,Mortalities,4/9/2020,,Eastern Region,Jubail,1
Cumulative,Mortalities,4/9/2020,,Mecca,Jeddah,6
Cumulative,Mortalities,4/10/2020,,Qassim,Buraydah,1
Cumulative,Mortalities,4/10/2020,,Eastern Region,Dammam,1
Cumulative,Mortalities,4/10/2020,,Qassim,Al Badayea,1
Cumulative,Mortalities,4/11/2020,,Total,Total,59
Cumulative,Mortalities,4/12/2020,,Eastern Region,Khobar,1
Cumulative,Mortalities,4/12/2020,,Medina,Medina,25
Cumulative,Mortalities,4/13/2020,,Eastern Region,Qatif,1
Cumulative,Mortalities,4/14/2020,,Eastern Region,Jubail,1
Cumulative,Mortalities,4/14/2020,,Eastern Region,Khobar,1
Cumulative,Mortalities,4/14/2020,,Qassim,Al Badayea,1
Cumulative,Mortalities,4/14/2020,,Medina,Medina,31
Cumulative,Mortalities,4/15/2020,,Eastern Region,Qatif,1
Cumulative,Mortalities,4/15/2020,,Mecca,Mecca,24
Cumulative,Mortalities,4/15/2020,,Eastern Region,Jubail,1
Cumulative,Mortalities,4/15/2020,,Medina,Medina,32
Cumulative,Mortalities,4/16/2020,,Eastern Region,Qatif,1
Cumulative,Mortalities,4/16/2020,,Mecca,Mecca,25
Cumulative,Mortalities,4/16/2020,,Total,Total,87
Cumulative,Mortalities,4/16/2020,,Qassim,Al Badayea,1
Cumulative,Mortalities,4/17/2020,,Tabuk,Tabuk,1
Cumulative,Mortalities,4/17/2020,,Mecca,Jeddah,16
Cumulative,Mortalities,4/18/2020,,Qassim,Buraydah,1
Cumulative,Mortalities,4/18/2020,,Eastern Region,Qatif,1
Cumulative,Mortalities,4/18/2020,,Eastern Region,Jubail,1
Cumulative,Mortalities,4/18/2020,,Qassim,Al Badayea,1
Cumulative,Mortalities,4/19/2020,,Eastern Region,Khobar,1
Cumulative,Mortalities,4/19/2020,,Jazan,Jazan,1
Cumulative,Mortalities,4/19/2020,,Qassim,Al Badayea,1
Cumulative,Mortalities,4/20/2020,,Tabuk,Tabuk,1
Cumulative,Mortalities,4/20/2020,,Total,Total,109
